run_utc	mention_id	doc_id	entity_id	entity_type	canonical_name	mention_text	normalized_mention_text	context_type	context_snippet	mention_count	confidence	source_span_id	source_url
20260924T224637Z	mention-b243ef2370836e01	doc-swedenherald-coe-2026	entity-c68904502ddeaecb	person	Sweden Herald	Sweden Herald	sweden herald	news_clipping	Sweden Herald: Swedish-led Epstein investigation probes Jagland.	3	0.90		https://swedenherald.com/article/swedishled-epstein-investigation-probes-jagland
20260924T224637Z	mention-f246a267254f5f88	doc-thehill-blanche-wyden-dea-2026-03	entity-62937408347fffc6	person	The Hill	The Hill	the hill	news_clipping	The Hill: Blanche calls Wyden story fabricated.	3	0.90		https://thehill.com/homenews/administration/5790547-wyden-accuses-blanche-blocking-epstein-report/
20260924T224637Z	mention-4025c367fc5ee27f	doc-thehill-monitor-denied-2026-01-21	entity-62937408347fffc6	person	The Hill	The Hill	the hill	news_clipping	The Hill: judge denies monitor request.	3	0.90		https://thehill.com/regulation/court-battles/5699694-judge-denies-independent-monitor-request-epstein-files/
20260924T224637Z	mention-b19c81e32d6894e0	doc-thelocal-norway-france-2026-04-28	entity-0b5901c6e019db4c	person	The Local Norway	The Local Norway	the local norway	news_clipping	The Local Norway: police cooperate with France.	2	0.90		https://www.thelocal.no/20260428/norway-police-cooperate-with-france-on-epstein-probe
20260924T224637Z	mention-8eaee9fa8362bc27	doc-upi-oig-audit-2026-04-23	entity-1b39cb912d255f4f	person	Inspector General	Inspector General	inspector general	news_clipping	UPI: DOJ Inspector General to audit release of Epstein files.	2	0.90		https://www.upi.com/Top_News/US/2026/04/23/justice-department-inspector-general-audit-epstein-files-release/7901776973145/
20260924T224637Z	mention-4557f78dbfe6ff4b	doc-wapo-blanche-confirmed-2026-08-08	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: narrow Senate approval.	3	0.90		https://www.washingtonpost.com/national-security/2026/08/08/senate-narrowly-approves-todd-blanche-ag-capping-tough-confirmation-fight/
20260924T224637Z	mention-89f1d41d864dfec9	doc-wapo-bondi-subpoena-2026-03-17	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post reports Bondi subpoenaed to appear before House committee.	3	0.90		https://www.washingtonpost.com/politics/2026/03/17/epstein-files-bondi-subpoena/
20260924T224637Z	mention-8fea0215ecf61946	doc-wapo-european-mla-2026-09-09	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: Europeans investigating Epstein say DOJ has not agreed to requests for help.	3	0.90		https://www.washingtonpost.com/world/2026/09/09/europeans-investigating-epstein-say-doj-has-not-agreed-requests-help/
20260924T224637Z	mention-3dc8a932f9e8a495	doc-wapo-gao-review-2026-04-28	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: GAO agrees to review DOJ's handling of Epstein files.	3	0.90		https://www.washingtonpost.com/politics/2026/04/28/epstein-files-gao/
20260924T224637Z	mention-8a1ca95af67bd89f	doc-wapo-plaskett-2025-11-18	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: censure bid fails.	3	0.90		https://www.washingtonpost.com/politics/2025/11/18/plaskett-epstein-censure/
20260924T224637Z	mention-265fe8905bc22808	doc-wapo-sotu-survivors-2026-02-24	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: Epstein accusers at State of the Union.	3	0.90		https://www.washingtonpost.com/politics/2026/02/24/epstein-accusers-state-of-the-union/
20260924T224637Z	mention-d5d96b9b2c8f70a0	doc-washex-king-charles-2026-04	entity-00f0f7d4e35ddce6	person	King Charles	King Charles	king charles	news_clipping	Washington Examiner: King Charles declines meeting.	2	0.90		https://www.washingtonexaminer.com/news/world/4546073/king-charles-declines-meeting-epstein-survivors/
20260924T224637Z	mention-a44d0e7069705684	doc-washex-king-charles-2026-04	entity-c98460064c48adb9	person	Washington Examiner	Washington Examiner	washington examiner	news_clipping	Washington Examiner: King Charles declines meeting.	2	0.90		https://www.washingtonexaminer.com/news/world/4546073/king-charles-declines-meeting-epstein-survivors/
20260924T224637Z	mention-65885b1f5b1b915f	doc-washex-monitor-denied-2026-01	entity-c98460064c48adb9	person	Washington Examiner	Washington Examiner	washington examiner	news_clipping	Washington Examiner: judge denies monitor request.	2	0.90		https://www.washingtonexaminer.com/news/justice/4427568/judge-denies-massie-khanna-request-independent-monitor-release-epstein-files/
20260924T224637Z	mention-bea1bfce198c8329	doc-wosu-landon-report-2026-06-23	entity-175905185587069e	person	Ohio State	Ohio State	ohio state	news_clipping	WOSU: Ohio State releases final report on doctor named in files.	2	0.90		https://www.wosu.org/news/2026-06-23/ohio-state-releases-final-report-on-wexner-medical-center-doctor-named-in-epstein-files
20260924T224637Z	mention-2c83c83e2b1a64ff	doc-ydn-gelernter-fall-2026	entity-dd74a624279a6a46	person	Yale Daily News	Yale Daily News	yale daily news	news_clipping	Yale Daily News: Gelernter will not teach this fall.	2	0.90		https://yaledailynews.com/articles/gelernter-will-not-teach-this-fall-as-review-on-epstein-ties-continues
